17681559226,1768155922620169913966131537380212941600
1348695851652674595151876800333,1348695851652674595151876800333955224105
unbearab,unbearable
11447204147609176580430,1144720414760917658043029845017468679812
3769089,3769089325589145981417248526582995108822
9928201815764270549629974,9928201815764270549629974019008374934449
mailing_lis,mailing_lists
rescu,rescue
3005178853973790945526,3005178853973790945526513514407313004986
commonpla,commonplace
acrobat,acrobats
mischiev,mischievous
hyte,hytelnet
85942,8594250385840436599328165194149737728672
7833151318675,7833151318675891566830067921021594733685
7036598365960493964,7036598365960493964571491686005656771360
handbil,handbills
opprob,opprobrium
32524294135,3252429413534869938465813717585761433095
2212810419044,2212810419044804724794929134228495197002
reski,reskin
108140042311418525,1081400423114185258032932673963245969140
facsimi,facsimiles
25461082463519316,2546108246351931647783837078295218389645
stygi,stygian
1777,1777814988861008308778495717098808586670
bondm,bondman
1359255747513535,1359255747513535160669108359443999692315
03702290580483052731884959994,0370229058048305273188495999415660653731
8582740369655329,8582740369655329362236090572479794734434
10465543891651,1046554389165150954187306071015034430609
851739418946651094374,8517394189466510943745768270782209928468
2397119,2397119228144507355883733240578148626622
094929847522746253456425670225,0949298475227462534564256702254695786484
13145034385734032579549707819385285,1314503438573403257954970781938528569992
interlibrar,interlibrary
37625525875745530311,3762552587574553031129919143411094130882
irreproachabl,irreproachable
742956346437167,7429563464371670939719306087696349532884
shakespe,shakespeare
cheape,cheaper
6274610248827706,6274610248827706488865037765175678806872
60008371973,6000837197352638383899678918460032707368
voyag,voyage
6753958711436104089409966089471418340,6753958711436104089409966089471418340698
resis,resist
109288677892027,1092886778920270077504951511405782565295
044757157,0447571577114108095805814120895605947166
resig,resignation
0404868220007234,0404868220007234403502544820283425418788
686096896846,6860968968464085833413101785814271095541
4292334517,4292334517042242667960707540402855118239
604220796394466621163255157,6042207963944666211632551577290709784731
conspi,conspicuous
769747744519470438,7697477445194704383673960007657862824547
177450,1774500828376935700995419541839029151033
769976837147645598526,7699768371476455985267392259049978855142
8329548717526047141,8329548717526047141130648472708872466971
20898374091788,2089837409178853441752306471503027839797
71352,7135208417428211847353652367573702352791
reconstructio,reconstruction
005335831805200829157229,0053358318052008291572290469636555317815
2044102134790034598411927,2044102134790034598411927024921557026873
liabl,liable
6805374277273788637267830165,6805374277273788637267830165683510923322
6833613,6833613038829431040800296873869117066666
consol,consolation
359432827427598338293109980646160,3594328274275983382931099806461605360243
085039010,0850390101739924877352408881040807749924
19891158955487586486645709,1989115895548758648664570923172182587034
reimburseme,reimbursement
68311873909374642326090216463656275,6831187390937464232609021646365627553976
18118249379954047,1811824937995404770083693488892209638142
50655302264684422770002058904592,5065530226468442277000205890459227424239
equivalent,equivalents
malodorou,malodorous
0685001695004695,0685001695004695975838937352753862266494
populou,populous
perpetual,perpetually
parox,paroxysm
9023066893064178977808158101360,9023066893064178977808158101360449495409
tirin,tiring
52337956309441446698222,5233795630944144669822245702636711949328
copyin,copying
515025191945596912314375799911383,5150251919455969123143757999113830165611
3477500842141005745773428029854040,3477500842141005745773428029854040495555
0949298475227462534564256702254,0949298475227462534564256702254695786484
consan,consanguinity
intuitiv,intuitive
1756969854401339762209,1756969854401339762209674945418540711844
858427,8584278721902325981078345939707382251471
defensiv,defensive
802273093,8022730936367402135153864316930152674605
heinem,heinemann
122594600233994722281710566039318772268,1225946002339947222817105660393187722680
56755572,5675557294585962182052650473353712351623
reappea,reappear
6244371655327502287978025,6244371655327502287978025986909811112265
6507848,6507848945473890965733127638529626645170
weariso,wearisome
31574476843381004573850,3157447684338100457385008523652069340710
66124027875883101021495284,6612402787588310102149528460080480502804
541516338138891,5415163381388912588517924237727229603497
1327126624750558225863492842771835583,1327126624750558225863492842771835583164
711520325115528237161,7115203251155282371614692006347135703833
518404451704270189381,5184044517042701893819942434100905753762
desperat,desperate
27221031327,2722103132744475408331921513593452696139
902306689306417897780815810,9023066893064178977808158101360449495409
5972866594511364413703313936721185,5972866594511364413703313936721185695539
parol,parole
wordp,wordperfect
104525470094899407601215247602,1045254700948994076012152476028199638463
chimer,chimeras
parod,parody
intimat,intimate
614794524739012802842646,6147945247390128028426466892294556649586
00533583180520082915722904,0053358318052008291572290469636555317815
3081751126989,3081751126989851884087185640260353055837
699949180470780496,6999491804707804967644868899809021237357
38706485858864622161,3870648585886462216114103435703428788629
daydr,daydreams
786548087147646451282426447,7865480871476464512824264478216644266616
52164365942629,5216436594262960768570585698507157151317
falte,faltering
parte,parted
tentativel,tentatively
518404451704270189,5184044517042701893819942434100905753762
3674361,3674361541081593464960431603544354737728
parti,particular
70897571503333096365,7089757150333309636515768045019660252155
6426629226145600433738386833,6426629226145600433738386833555534345300
31918450647136691,3191845064713669122576415213769896260940
parta,partakes
1302543796600943104500158,1302543796600943104500158604854027036789
58511,5851180630364428123149655070475102544650
avalanc,avalanche
95118789674670707337786959256554271,9511878967467070733778695925655427133400
72919640340935712256236594,7291964034093571225623659496432076928058
17236881260,1723688126003809020585719930855573100508
636476943066172,6364769430661725491861437009713875679402
27563107223346726,2756310722334672611370549079536583453863
conser,conservative
6192981971399147,6192981971399147564488262603903381441823
35309371235243969149662310,3530937123524396914966231011032824357006
1751298979667073292,1751298979667073292674886430097398814873
28709123113834,2870912311383472485146035661382188014840
romanticiz,romanticized
consen,consent
427372693728838690212528,4273726937288386902125284843370917479603
94328548696883599,9432854869688359978512226213081298958157
854244128059976285054889130983317,8542441280599762850548891309833176188498
525006,5250069180267477250789589034488566730814
1448724,1448724413813849763797102676020845531824
1811824937995404770083693488892209,1811824937995404770083693488892209638142
37623630485804277441,3762363048580427744179071691463565462012
0832028056991704259,0832028056991704259010387692865833655772
1542709143010161515,1542709143010161515013086522842238721618
93950029458341164824114969758326,9395002945834116482411496975832601180073
0493705,0493705150736776462984497168212199419827
47786814990309787659008695834,4778681499030978765900869583480043137176
lustrou,lustrous
255557365570831503200190829,2555573655708315032001908299209654549873
5588464223707601,5588464223707601117748210796259011802655
152745316123031657058489743162098314,1527453161230316570584897431620983140132
30954815935450754923554167766876455212,3095481593545075492355416776687645521254
38219395202,3821939520292791797324709455969101640298
311398110928315832169,3113981109283158321693156386745974744958
parro,parrots
0408971634671637,0408971634671637090249067747363091369040
depress,depressed
multimedi,multimedia
666519604263504064548625433837722,6665196042635040645486254338377220942848
ourse,ourselves
unconsciona,unconscionable
warehous,warehouses
580981036014863644091,5809810360148636440910149173418307964634
043462809488828,0434628094888288712101968642736370461639
1709615504933383904526124043955,1709615504933383904526124043955174491368
21630687096341197519257,2163068709634119751925774318683671722139
vagr,vagrant
46482353083540132332924,4648235308354013233292486403731800319520
324104242445157005296837881574946,3241042424451570052968378815749468441508
kahl,kahle
858405,8584053644602161651788556896930268518895
247153668114,2471536681145666596959735075972188416698
recklessn,recklessness
66545352,6654535240882872675377591970745262863228
19699276037194760191286674,1969927603719476019128667430861521724304
40719459963230602,4071945996323060254707901774527513186809
blockhe,blockhead
geniuse,geniuses
9625742442542054678,9625742442542054678576747819095948650057
19030397327254617823136,1903039732725461782313636337592762265630
90584059,9058405918498833810711366073657536918428
858496,8584961300372381903251622255707299757107
counselo,counselors
67901094531117,6790109453111712024389032341025993751158
443868253374588996237513337828053,4438682533745889962375133378280532928272
34564370716105115216171762,3456437071610511521617176237598050900553
orname,ornament
9605752053192594847679397486414128879,9605752053192594847679397486414128879475
tabernacl,tabernacle
77498589735362559195961855244818794031,7749858973536255919596185524481879403173
02094839963994668483377470672548361,0209483996399466848337747067254836188482
22592,2259244561520365608268890193913957991844
intimid,intimidated
041383241160722602,0413832411607226029983305353708761389396
9802266940456421,9802266940456421813286245175496521472216
9520363,9520363356199476919379650650168087102507
2037531899726180144046677930,2037531899726180144046677930501403015807
537123659928,5371236599283248186573925142949855514151
flockin,flocking
298167439644524956655532,2981674396445249566555323116499206771636
guttural,gutturals
diffidenc,diffidence
desolat,desolate
82195618419055,8219561841905576103019019952164745973440
13025437966009431045001586048540270367,1302543796600943104500158604854027036789
99304118905017564,9930411890501756484917499452393770674524
441370823339178861147082286,4413708233391788611470822865753107853667
50600754365525758905546552402103,5060075436552575890554655240210341286212
7223820,7223820497725773074545629791279061775316
4522535,4522535500359683253374891862786783594439
kami,kaminski
867671026492617651011076687659,8676710264926176510110766876596258810039
works,workshop
708185489428773761899153,7081854894287737618991537664505164279985
883470,8834701025526205231231721525406257163677
5409802610781691689418764353363449,5409802610781691689418764353363449482900
7135208417428211847353652367573,7135208417428211847353652367573702352791
106198859141480579931872536,1061988591414805799318725367531243470335
6189806451480849292695749,6189806451480849292695749412903363373410
expedien,expediency
aftern,afternoon
71152032511552823716146920063,7115203251155282371614692006347135703833
975771508108,9757715081084944350828545874991294385756
world,worlds
composed,composedly
34564,3456437071610511521617176237598050900553
82725303734,8272530373483689191184719713375308844677
valk,valkeala
23506565,2350656532331797738656666181652390017664
46536,4653602591506445271657700044521097735585
4222111527362762786723666658457575,4222111527362762786723666658457575595854
hoisti,hoisting
74888476462203032563775111253406,7488847646220303256377511125340600879369
hoiste,hoisted
8676710264926176510110766876,8676710264926176510110766876596258810039
refreshm,refreshment
refreshi,refreshing
0713218053,0713218053398882813934604985053234047259
2296443172635,2296443172635875245486075630206676569423
worme,wormed
refreshe,refreshed
52325731716656252742758084606201,5232573171665625274275808460620177046433
006103779407166342002,0061037794071663420027358289119941826478
8142763910519234685081979001796519,8142763910519234685081979001796519907050
95342762338253,9534276233825394399002249897288366026392
successfull,successfully
6534009706581694636,6534009706581694636096660911110968789751
58658260360723069525761131841,5865826036072306952576113184134225274786
425341776459082151,4253417764590821513675258479774465114750
apprais,appraisingly
falle,fallen
falli,falling
debilitat,debilitated
22552,2255216359325125768382924978090431102048
diffuse,diffused
531500645346232100713358490763304832,5315006453462321007133584907633048328153
diffusi,diffusing
vani,vanilla
etherea,ethereal
split,splitting
righteousn,righteousness
vanq,vanquished
78161908,7816190894908487717722503860872618384947
8510673,8510673615276261016026647772485083344719
441633706657315023712684358198,4416337066573150237126843581984154103154
721605546143967733625846299738,7216055461439677336258462997385077307751
931915272680278210241,9319152726802782102415406297958288284663
383165916626831030651947302,3831659166268310306519473023341938416407
668610994383049960437407323195784473,6686109943830499604374073231957844732548
6860968968464,6860968968464085833413101785814271095541
93993386162383606911,9399338616238360691117677854482361293268
171458858708142740902481854464217748769,1714588587081427409024818544642177487692
0004654137109163009678595156394733219,0004654137109163009678595156394733219093
65797903797750503143647,6579790379775050314364746514224847688313
015648567984396646478028040,0156485679843966464780280409057580889190
4390226078804480757248077016210646701,4390226078804480757248077016210646701669
67447363,6744736341369846732852260557012645012334
kokovok,kokovoko
64558976169745,6455897616974559784092114091676840202693
vamp,vampire
980809523077569,9808095230775693588516160277195214889983
grenadi,grenadiers
4809003162941975876195941956592556,4809003162941975876195941956592556732874
28277390430386877272826206566,2827739043038687727282620656631293874598
930341237624838017584046,9303412376248380175840467851210698290605
inefficie,inefficiency
3256149527442435847530111,3256149527442435847530111503451037376882
787553561883350838702,7875535618833508387024829534607859702360
628628035,6286280350572829831012669191096372583781
castal,castaly
342501713255588181132955040952178301394,3425017132555881811329550409521783013946
composit,composite
100177243784016772316680200416254724417,1001772437840167723166802004162547244179
094862482616944802017917482230858,0948624826169448020179174822308583500786
vapo,vapour
7078756,7078756311761074642883559391598542167311
delphi,delphic
842272417994513,8422724179945136535822609716525883567121
handkerc,handkerchief
006148832545,0061488325454528199082562388058720428439
514641700769893056201,5146417007698930562016350219269265316659
34513,3451368716009803787125567661439231464580
384845712947673898562,3848457129476738985629393764191440703650
51267664432183688321434583708549082,5126766443218368832143458370854908224001
625787562036429427025,6257875620364294270257512121137330213811
3920561895421631986,3920561895421631986004793961133953226395
earth,earthquake
himala,himalayas
falkl,falkland
stumble,stumbled
7669224238743470112,7669224238743470112099085908216407357638
vary,varying
537530160921422195940,5375301609214221959406387870747879911949
50755839668967578,5075583966896757836431661836930762560352
50648333034047657,5064833303404765711827040276868271418084
513782143453366505983283474435362903,5137821434533665059832834744353629031239
167950,1679508874879344167595983619600109948387
7520095934536073,7520095934536073162261187281739280746230
vari,various
46623709226468096712540618,4662370922646809671254061869502143176211
303200820330,3032008203309028954888085167972584958134
2675424975710520894362639501382962,2675424975710520894362639501382962152214
65100202,6510020265437126004664193554616583894595
181827127612502524187617748599,1818271276125025241876177485994084521492
141692836819025515108657463772111252,1416928368190255151086574637721112523897
4253417764590821,4253417764590821513675258479774465114750
16027944054,1602794405482710196290774543628092612567
8442505695369677078544,8442505695369677078544996996794686445490
0798120465,0798120465679532298635737458903165400701
collis,collisions
39058102,3905810294116004986993077514285130212862
46338633057887487405540,4633863305788748740554000544043934488819
896715766772631964425249319418064,8967157667726319644252493194180647242378
7941973,7941973192220960296582500937408249714373
lords,lordship
10388325,1038832550073648999371671832800283988323
893106503838060933728413,8931065038380609337284139922673338477820
coalit,coalition
30499892647203,3049989264720349869653633262109198306214
7149423,7149423343867876705824452296605797007134
3812482853,3812482853076135561496184443649230142909
01476196799714901416,0147619679971490141639274282889578424398
dustl,dustless
955388976139864001656399069346,9553889761398640016563990693460067078050
22684471625607988265178,2268447162560798826517871341951246652010
7686085347768149502299280938,7686085347768149502299280938065840007311
248632746184284665,2486327461842846655985332312210466259890
unhesitati,unhesitatingly
961205353217,9612053532174352764937901877252263626883
04048682200072344,0404868220007234403502544820283425418788
0763432091319,0763432091319780314031658897379628301178
19190304236,1919030423653156509574645496434253280695
5168144627670903450457460997444500,5168144627670903450457460997444500166918
quenc,quenched
043456066966456899746910373987,0434560669664568997469103739877128915933
29171093,2917109318028235504255365399716605475390
77929528246795437302263472495359,7792952824679543730226347249535946630023
99410959,9941095954923214344060676347697130895133
346560,3465602742584865956870745103527942916334
19631267526891,1963126752689163621363510326480772329149
90166586706771456886,9016658670677145688627933431535135056882
417402388934412479635743702637552944,4174023889344124796357437026375529444833
614423810011275582862325,6144238100112755828623259628572648121538
raisin,raising
374889645657187292540448508624449947,3748896456571872925404485086244499478162
185596690485594676079681901672666346501,1855966904855946760796819016726663465018
problemat,problematical
0956534671329002599439766311454590268,0956534671329002599439766311454590268589
06398887404742186697709349647758,0639888740474218669770934964775817368358
1807,1807763603462459278778465850656050780844
1803,1803994321700009054265076309558846589517
93350032641446,9335003264144605347035729307391257848175
declari,declaring
41774056125700303625811704838,4177405612570030362581170483838539120727
declare,declared
declara,declaration
366728087241,3667280872414291108080291896093127526202
quest,question
5219148498992040000731067236994,5219148498992040000731067236994465524602
616029621135700566383479903340496,6160296211357005663834799033404962387594
3728199869021311629886680267,3728199869021311629886680267446443489233
47478240669928,4747824066992827714006903166070995147315
1818,1818271276125025241876177485994084521492
28189539102891681632870930971318,2818953910289168163287093097131841398154
4778681499030978765900869583480,4778681499030978765900869583480043137176
parch,parched
5083280318,5083280318786707751177525663963479259219
farmhouse,farmhouses
2974856167800797799596968,2974856167800797799596968433677303524830
6231253506068537651423115,6231253506068537651423115349665683715116
349274891971,3492748919713308782295112374663263563532
7531630556544407934278765502673012,7531630556544407934278765502673012145783
8882493421364424178335193197865439,8882493421364424178335193197865439402014
726603,7266031617527582917398395852606454113318
7222980417071,7222980417071122569963109459450977655664
684034105948341788438963,6840341059483417884389631799564688157919
4991028197595639557117530118234803041,4991028197595639557117530118234803041810
2321548960628,2321548960628177943022686405795558457306
334563,3345637325956725335431617158653333984332
054785495462026325667681326243592502,0547854954620263256676813262435925020249
vaul,vaulted
680485730260646776425,6804857302606467764258503301836174306413
044596263279346377211510285454723128,0445962632793463772115102854547231288003
0164865261389184,0164865261389184224350179745599361679406
543124572296838369804708,5431245722968383698047086404170601096696
369556193476385981,3695561934763859818775685591237623258084
842031053641836753735,8420310536418367537359417637395598808859
9328721532351959996,9328721532351959996167502975324759319099
courtho,courthouses
8045188511908718,8045188511908718588299514331534128549297
vaxs,vaxstations
12476451,1247645185080916391145929607115634420434
90378527557133340984245,9037852755713334098424501272585966924343
560716074652441118,5607160746524411188418007340678985871592
78161908949084877177225038608726,7816190894908487717722503860872618384947
5711016264847,5711016264847833741198041625940813327229
eumen,eumenides
769637876249188528,7696378762491885286568660760056602560544
177450082837693570099541954183902915,1774500828376935700995419541839029151033
2115296975218,2115296975218908740196609066518035165017
758804367,7588043679185454783641677315182145722650
0414689481049167,0414689481049167510352958972423818022881
colloq,colloquy
495879277007025298960996798,4958792770070252989609967989759419557352
1843,1843659714358334875602740540016557117830
654123446072,6541234460723597174777907172041523181575
insignifican,insignificance
410725991,4107259910648709897259362243300706760476
990758280166111200631454113151441,9907582801661112006314541131514410887576
0117928145,0117928145468590965326166160684031600779
90459679470466856023582839197599752858,9045967947046685602358283919759975285865
447090791040997859746561124,4470907910409978597465611245985197215755
1847,1847628306340588324731228951257944267639
759834220508089351290231224759706441056,7598342205080893512902312247597064410567
deepenin,deepening
easil,easily
70995740778678934931197520423792,7099574077867893493119752042379250228513
5677628023346565854,5677628023346565854351219361896876831439
3075757349027073424962988799,3075757349027073424962988799969420945959
72495905809191825255486,7249590580919182525548635870352932014200
399117944992484809150,3991179449924848091507100244407848286659
11371975227343654584116220662816,1137197522734365458411622066281660256333
thrilli,thrilling
15936677122185376423762221047793389,1593667712218537642376222104779338956378
488692984,4886929842786582357673195799285293120866
amphiar,amphiaraiis
30553384094,3055338409428899189191611862495805600735
4925542179398,4925542179398272327935709582874859712678
575342231,5753422310054715341281095702487081265431
15659808,1565980816946116793744256632446567996063
scoundr,scoundrel
335195468383353498015032693597981,3351954683833534980150326935979816746323
57094677131822113205,5709467713182211320550504657970186933776
apologeti,apologetically
9799193618533802014070724,9799193618533802014070724816273043134189
86318635287083799845692619981794523364,8631863528708379984569261998179452336408
58449,5844916693625515693709168552526447207865
272210313274447540833192,2722103132744475408331921513593452696139
634644477006787131066,6346444770067871310668324178715562817791
33732668,3373266871675946715392611950649224725627
2381299032601981605719,2381299032601981605719711839506627582203
expediti,expedition
1869,1869671014854030747156109135893316560016
21570540227441452187654190,2157054022744145218765419014283867442600
5500260804241605625335918562309553765,5500260804241605625335918562309553765668
05744502892246886285336542213815722131,0574450289224688628533654221381572213116
243747890268935173904043294851610659785,2437478902689351739040432948516106597858
0630930610193031823266664206,0630930610193031823266664206281551296476
469783483203760116,4697834832037601161391385549993399078665
3433797893158203941287,3433797893158203941287898972897329881255
9474093925840736205824284934902475,9474093925840736205824284934902475688335
729346630551604309237856,7293466305516043092378567722929353720841
paren,parents
6675274086862740791285657699631,6675274086862740791285657699631378975303
891087016,8910870164270169014007825748311598976330
83416,8341607827091326680865655921102733746700
17189548990557486933977,1718954899055748693397700245632475954504
0789559165498130372929444623063,0789559165498130372929444623063712843579
84576806870497804482410579971,8457680687049780448241057997107715775790
58230225745597494427,5823022574559749442750676309263225299663
5693426085376230981047171826940,5693426085376230981047171826940937686754
5613264646721195480114245513,5613264646721195480114245513394638238590
72495905809191825255486358703,7249590580919182525548635870352932014200
4980318169828654166132873909074,4980318169828654166132873909074116734612
0059837648270333,0059837648270333985942009858235140017950
59530513769383753815434869811019906517,5953051376938375381543486981101990651706
1887,1887879542641820145369659962842686882363
hissin,hissing
76157555491623660176288022060106865552,7615755549162366017628802206010686555241
508591512658121438233710729,5085915126581214382337107294914808847235
ftph,ftphost
83401,8340194829327957506243996452725786244003
1565813545578319730419339269008282952,1565813545578319730419339269008282952718
45118386699646227888558173532,4511838669964622788855817353221326876634
8404956639,8404956639919591540342183645372120236786
254610824635193164778,2546108246351931647783837078295218389645
7009709952053919309793194958832659221,7009709952053919309793194958832659221715
parle,parley
486540348895540021076517,4865403488955400210765171630884759704098
47020076618074189,4702007661807418914040158148560001030119
parli,parliament
525006918026747725078958903448856673,5250069180267477250789589034488566730814
37717054,3771705474725026941732982890400239372879
1898,1898635282709231304708921568475820775303
55474655400005176624020282594482,5547465540000517662402028259448288338118
60387168114313084172893,6038716811431308417289371081741276458120
offal,offals
onlo,onlookers
telecommunicatio,telecommunications
9904225568041463,9904225568041463131309240101049368241449
451836185698908872178976,4518361856989088721789764694721246807900
misapp,misapprehension
38114443068843062655305601658801408,3811444306884306265530560165880140856102
9023066893064178,9023066893064178977808158101360449495409
parkl,parklike
2819080457762410907648708740615707,2819080457762410907648708740615707048665
elsew,elsewhere
035164101899027,0351641018990275293668674318349554474581
214761755,2147617551708342432434174779579226338663
980809523077569358851616027,9808095230775693588516160277195214889983
32007093,3200709328709127443747047230696977209310
68053742772737886372678301656835,6805374277273788637267830165683510923322
colleg,college
collec,collection
64097545918569,6409754591856956380236370162112047742722
710428459816089961019456916469,7104284598160899610194569164698383771826
190303,1903039732725461782313636337592762265630
claspin,clasping
35362146783743613,3536214678374361361615911679265787001377
951401461782018107341005654667,9514014617820181073410056546670823685431
6532808,6532808341034178527248987905091993236927
enterpr,enterprise
04346280948882887121019686427363704616,0434628094888288712101968642736370461639
4110522845465835679362969619219,4110522845465835679362969619219080897536
3616907056148280,3616907056148280980363243454128229968275
631062903402737260479940,6310629034027372604799401819299544542972
68237193648002173,6823719364800217328573493594756433412994
540008522006503187123,5400085220065031871239272857835807010762
29224929307731939309795452877412451,2922492930773193930979545287741245118395
91515245100969865738,9151524510096986573825654899585216747260
83295487175260471411306484727088724669,8329548717526047141130648472708872466971
51221051052090834707443986137829082352,5122105105209083470744398613782908235277
07802110188106722347972,0780211018810672234797257933065318771343
257396595028964563776,2573965950289645637766038988037941517917
301420713301799923263819820940429933,3014207133017999232638198209404299337779
_nicen,_nicene
72160554614396773362584629973,7216055461439677336258462997385077307751
accent,accents
939933861623836069,9399338616238360691117677854482361293268
cassoc,cassock
18039943217000090542650763095588465,1803994321700009054265076309558846589517
66931345752840118737468,6693134575284011873746854691620648991164
736743057451872654140164469245767921,7367430574518726541401644692457679218575
733420719850225977140863812,7334207198502259771408638122015980894363
46602,4660219033520398153161893578708356160330
scien,science
79865635907968462191534944587,7986563590796846219153494458767717006377
doctr,doctrinal
177012640890785517778301316161620497,1770126408907855177783013161616204979277
deducti,deductible
627847713274059557960064834328882,6278477132740595579600648343288827864837
4050138410747889433939,4050138410747889433939966035918539341984
46606,4660616669804218267724560530660773899624
867028786431,8670287864318179415217961783106550302871
34470948568,3447094856802790589419182996946772445626
postmar,postmark
108140042311418,1081400423114185258032932673963245969140
604220,6042207963944666211632551577290709784731
0402153401026923,0402153401026923964977275904729573320027
9618829452917136294,9618829452917136294096759250763134863660
026942481085453060281062726423653,0269424810854530602810627264236538250773
204665675088491593025926618816581008,2046656750884915930259266188165810087016
757843,7578437917900480884802302930439263092134
0005031173439,0005031173439207321139080329363447972735
56720062839744828713298223957579,5672006283974482871329822395757910542081
sniff,sniffed
3436768000573823963610796,3436768000573823963610796223140429490728
186608193748968699,1866081937489686999613014869246944824207
96801087899490506654491544577952,9680108789949050665449154457795216603855
95895828819074900403315,9589582881907490040331593436076189609669
54275706419440883381684111116620,5427570641944088338168411111662007597872
49886165709484666577067457700020,4988616570948466657706745770002071443325
3672084593164,3672084593164394941881138607974670134709
68795250382044423,6879525038204442326697479264829899016938
6140375378,6140375378595945063632270951224892419318
865928095131505012602,8659280951315050126029195625760329325128
31139811092,3113981109283158321693156386745974744958
78486762,7848676243012018489329109615281108087617
38746248,3874624831385021498040168194079568721926
0745833068686623130915578000,0745833068686623130915578000596652273618
688027220523386003728,6880272205233860037284290315582845459385
23594085516260168942511145849965831,2359408551626016894251114584996583155896
57723484,5772348420077356021656909077097264985642
07012,0701292607801970225896629233681543124994
936711640477755985481263,9367116404777559854812639075047472950126
73132087086455223674041618559079381,7313208708645522367404161855907938167456
327024,3270242551939150908360134623961233500108
912771053855266192690352608136,9127710538552661926903526081367717666435
50047585260297,5004758526029792930615991344489834197358
magnit,magnitude
516092588451577205523,5160925884515772055232896978333126427671
73982452147328317,7398245214732831721462190733049206081744
2344049394502115428867244188,2344049394502115428867244188717409524554
670344732162722443265914,6703447321627224432659148585957978237529
cpet_project,cpet_projects_in_electronic_text
07849940493091891918164932725977403,0784994049309189191816493272597740300748
inscriptio,inscriptions
measureme,measurement
0941999037372124,0941999037372124620167703051779035295279
imprope,improperly
19584102,1958410292525685365618131387840864771470
49480006719437142405,4948000671943714240581053275177219524743
61929819713991475644882626039033814,6192981971399147564488262603903381441823
373574470,3735744708366215377470972660188656210681
pluta,plutarch
demonstr,demonstrations
superlan,superland
944330824124384616040828,9443308241243846160408284006424867072583
7223820497725,7223820497725773074545629791279061775316
766922423874347011209908590,7669224238743470112099085908216407357638
0193168322111,0193168322111365547392288184271373843690
223771340775495454777918138235426071846,2237713407754954547779181382354260718461
733823,7338237767914829203283196838105907715727
8743270916620098057,8743270916620098057717103475575333102702
6425336666311433,6425336666311433321645213882557346329366
06813637815296461,0681363781529646159632606987449611053683
5093328785670674677381226752831,5093328785670674677381226752831653559245
opensesa,opensesame
47973467599315946514787025065271083508,4797346759931594651478702506527108350878
banque,banquet
58632,5863232312730890986156077738600698403526
9174337193208062873130358964,9174337193208062873130358964057087377996
31156683245668279929918615390,3115668324566827992991861539009255871716
090576934049061461766070943,0905769340490614617660709438011091544326
7118092384406563531361826,7118092384406563531361826769237616133892
39073867083298691078093495828888707110,3907386708329869107809349582888870711065
6770641995391119488812406598216857871,6770641995391119488812406598216857871313
114852054933679368684,1148520549336793686843083240412678922092
69370027833123654274505322834626697,6937002783312365427450532283462669786446
77494793351740,7749479335174036135005397581475520834285
15295388714436963994063910992670182195,1529538871443696399406391099267018219539
chicor,chicory
41105228454658356793,4110522845465835679362969619219080897536
96607129664438314791296359275429627,9660712966443831479129635927542962712943
582302,5823022574559749442750676309263225299663
72229804,7222980417071122569963109459450977655664
peltin,pelting
filese,fileserver
5266386076624512842993,5266386076624512842993684350826128813673
trogl,troglodytic
franknes,frankness
75699295718989690470,7569929571898969047090273028854494541669
6293375915178392341303110543328703526,6293375915178392341303110543328703526599
waganwaz,waganwazam
841319046368332179,8413190463683321791150591078138982610262
58658,5865826036072306952576113184134225274786
grandmoth,grandmother
660673338648036708695,6606733386480367086953749244898068000217
84355364027643,8435536402764392777908638966566390166776
281633904967655878990148747797247,2816339049676558789901487477972479202502
4909373809333940,4909373809333940744557008420901559038534
4429364514,4429364514286171585873397467918975712119
719968940722338474045,7199689407223384740454259231663978160820
63345501022861,6334550102286170517890440570419577859833
guideboo,guidebook
3656953207417053348678275482781541,3656953207417053348678275482781541556196
76732164933189896718,7673216493318989671829786579746122165739
5238285842359535646151,5238285842359535646151854481657999664606
2520124,2520124081345228597462671517715222306374
81014820779935652305649042,8101482077993565230564904207113641922001
229644317263587524,2296443172635875245486075630206676569423
6934473129971189346,6934473129971189346354502994681747128179
phili,philistine
11598697079574594633,1159869707957459463371702432684848646320
223187706539527578387445,2231877065395275783874454229129966623016
phila,philadelphia
pressu,pressure
2074795540809114918662086871,2074795540809114918662086871848995504452
97991936185338020140707248,9799193618533802014070724816273043134189
258598599,2585985991238439935755732850286131559703
pressi,pressing
floun,flounder
longitud,longitude
gaini,gaining
loved,lovedst
flour,flourish
presse,pressed
70834819721448,7083481972144888987906765037959036696724
fierce,fierceness
antler,antlers
tortur,torture
0489585867174798546677575732056812,0489585867174798546677575732056812884592
manuscri,manuscripts
254513668581724834984700,2545136685817248349847008084016386820972
lovel,lovely
gaine,gained
62583923763917178557994,6258392376391717855799468922496750179251
0763432091319780314031658897,0763432091319780314031658897379628301178
37717054747250269417329828,3771705474725026941732982890400239372879
524118567348973922341527507079541374534,5241185673489739223415275070795413745346
019937359760370467245737880967939894,0199373597603704672457378809679398944937
physiognomicall,physiognomically
destina,destination
destine,destined
25461082463519316477838370782952183,2546108246351931647783837078295218389645
873801267,8738012674053892361223037077972702519134
0059837648,0059837648270333985942009858235140017950
003330352534143230024288,0033303525341432300242882480513966314466
104719910275623586,1047199102756235864534174863172655639132
62480743254246419598464741157562544101,6248074325424641959846474115756254410103
