guarde,guarded
51778653397980,5177865339798058082815880630074995289755
19929,1992963117195821262627236458009708099166
ornamen,ornament
12567030787188510933,1256703078718851093363444801496752406185
03236547002,0323654700298798962898618101459647130791
721056486191860385,7210564861918603858715882024476138160390
260131043,2601310430062410717971502793433263407995
anticipato,anticipatory
2853317943535073401891193,2853317943535073401891193638546730000660
telegrap,telegraphs
611905414595537885320036,6119054145955378853200366615264923610030
601219924939173512,6012199249391735122145336707913500607486
19011573834187930702154089,1901157383418793070215408914993488416750
6428714964129290560130053913469569829,6428714964129290560130053913469569829490
843553,8435536402764392777908638966566390166776
2276467811753336102818780071021979442,2276467811753336102818780071021979442877
757843791790048088480230293,7578437917900480884802302930439263092134
delineat,delineate
40781209416214835001155883618421164283,4078120941621483500115588361842116428399
025395,0253950873238877935740978128818700082994
tuckah,tuckahoe
166099883647917563317672,1660998836479175633176725856523591069520
disadva,disadvantage
hands,handsome
hando,handouts
absenc,absence
shagg,shaggy
3011736805218743265426,3011736805218743265426063700710595364425
4100662201721719726878930012,4100662201721719726878930012101267481270
handw,handwriting
8013252244782469579132518921226530,8013252244782469579132518921226530560858
8193849060,8193849060653440404390490986412690347926
68403410594834178843,6840341059483417884389631799564688157919
unfriendli,unfriendliness
1738497685,1738497685231362760768684947803649482999
empire,empires
visual,visualization
visua,visual
7078756311761074642883559391598542,7078756311761074642883559391598542167311
handicapp,handicapped
958376345342663420946214426,9583763453426634209462144266724539871710
363135853890236625572854245160180804871,3631358538902366255728542451601808048716
innat,innate
profferes,profferest
1144720414760917,1144720414760917658043029845017468679812
0276166958,0276166958278982913613535306291331427881
2706781490035,2706781490035025287682360782210739710233
cabriol,cabriolet
handc,handcuffed
18748438923177,1874843892317729261354302493256289637136
handk,handkerchief
083247679330040485168,0832476793300404851688934411125834396590
7857147002108731469325455792313475724,7857147002108731469325455792313475724364
72934663055160430923785677229293537,7293466305516043092378567722929353720841
82189579090886508538249084890442175,8218957909088650853824908489044217555309
68077511126663685479944460934809,6807751112666368547994446093480999295187
00653805084532572431553,0065380508453257243155365442206766135233
5823022574559749442750676,5823022574559749442750676309263225299663
8457680,8457680687049780448241057997107715775790
measurement,measurements
808226379570067553935758,8082263795700675539357580808631893207586
482336183273872969737659882,4823361832738729697376598820053895902935
94324426144566592,9432442614456659212912256488935696550091
hierarc,hierarchy
leath,leather
16640617081316020782133,1664061708131602078213341260356852013161
0976904563415765733,0976904563415765733955495884489480936040
advisabili,advisability
474782406699282,4747824066992827714006903166070995147315
learn,learned
41356795,4135679554246646013356636173058117116460
3855226999,3855226999768226096450075045000961168661
15372784355398624,1537278435539862440158564886921016447816
35145076415353605194621,3514507641535360519462112217000676321611
withholdi,withholding
92863081766319870482873886390699,9286308176631987048287388639069922461848
121491,1214916207656769950659715344763470320853
8822073792921409548717956947854,8822073792921409548717956947854414951731
06813637815296461596,0681363781529646159632606987449611053683
bottomle,bottomless
126843576035,1268435760356901970523138364640961311774
694701067831178927095527253222,6947010678311789270955272532221252243616
208909104583727386,2089091045837273862273007815666689142507
availin,availing
notab,notable
68048573026064677642585033018361,6804857302606467764258503301836174306413
66495,6649560781253049175940158951469549652231
entangle,entangled
63259915816449936145517245205702044,6325991581644993614551724520570204430937
entangli,entangling
7196235856312,7196235856312618387156774118738527722922
2140002195161134233705835,2140002195161134233705835911154521729372
loggin,logging
992820181576427054962997401900837493444,9928201815764270549629974019008374934449
642329956935697166,6423299569356971662137827361388995305157
129644789061320,1296447890613200063096560747882082122140
abandone,abandoned
shadd,shadder
3351954683833534980150326935979816,3351954683833534980150326935979816746323
7462776975961248887944860,7462776975961248887944860986334942285284
3257446682025,3257446682025943061880177309110921274113
63174286329119633399132709086065074595,6317428632911963339913270908606507459526
70849058015153820,7084905801515382053383265112895049385664
884390878879262188202305529937132397194,8843908788792621882023055299371323971943
04089716346716370902490677473,0408971634671637090249067747363091369040
2381299,2381299032601981605719711839506627582203
22041070,2204107059927888926774575208428752637798
796814848823,7968148488234293202301212803232746039221
2827739043038687727282620656631293,2827739043038687727282620656631293874598
futil,futile
4988616570948466657706745770002071,4988616570948466657706745770002071443325
42420,4242093231358724816618683821026679970982
2371856429991508288980,2371856429991508288980809041891810154508
companion,companions
plebeia,plebeian
08453580397402777950720518934871,0845358039740277795072051893487170722955
13728141668427013096050,1372814166842701309605073457865904790424
343676800057382396,3436768000573823963610796223140429490728
3898695076713447940748097845416328110,3898695076713447940748097845416328110406
gatew,gateways
798673920803845633723311983855,7986739208038456337233119838558626380085
595305137693837538154,5953051376938375381543486981101990651706
4424371075390777,4424371075390777449920695517027618386062
17569698544013397622096749454185407118,1756969854401339762209674945418540711844
4699899666525731556376458622518,4699899666525731556376458622518628230920
noteb,notebook
81340028455525139173559784561503,8134002845552513917355978456150353144603
086308158185862815883,0863081581858628158830545646622976948039
962574244254205467857,9625742442542054678576747819095948650057
35188137463887104273544767,3518813746388710427354476762357793399397
55967095910259,5596709591025968620023537185887485696522
mcclur,mcclure
647133049543555044790277128690095,6471330495435550447902771286900956433579
16616861203,1661686120361953192532626622711081421498
26383798367,2638379836766815918358904965216372649296
soundin,sounding
65560487633999884784264517,6556048763399988478426451731890365879756
declarin,declaring
brave,bravely
5500260,5500260804241605625335918562309553765668
26123487833403447383357360197323594660,2612348783340344738335736019732359466042
966071296644383147912963592,9660712966443831479129635927542962712943
stealer,stealers
722298041707112256,7222980417071122569963109459450977655664
52337956309441446698222457,5233795630944144669822245702636711949328
9092519383155,9092519383155609441705397900600291315024
0712134539837113575009758,0712134539837113575009758544059395586617
9961025,9961025096113761670187568525921208929131
465634560200025628896011911009804533,4656345602000256288960119110098045335042
926943645783578,9269436457835781560850330339246603955379
submerge,submerged
2296443172635875245486075630,2296443172635875245486075630206676569423
brawn,brawny
aghas,aghast
6540768447159,6540768447159639307820910170907633779177
distinguishe,distinguished
60008371973526383838996,6000837197352638383899678918460032707368
1632261765485737667,1632261765485737667194313284005062629514
458698497332599801187479,4586984973325998011874796642731402793812
distinguishi,distinguishing
708285,7082859417475114926179367379999220181789
righth,righthand
40361297299,4036129729992912630842812149152469877429
rightl,rightly
8709,8709567084322525643338959978124021641899
2688313289470553,2688313289470553891357290706967599556298
7291964034093571225623659496432076928,7291964034093571225623659496432076928058
nothi,nothing
complacen,complacency
administer,administered
190316398874330422263,1903163988743304222632202132536817604416
tetch,tetchy
concilia,conciliating
8870712275670333173,8870712275670333173939262509073556164513
40693250606283446893754301,4069325060628344689375430167878153206160
3569271821496292272073250126955,3569271821496292272073250126955216172649
9335003264144605347035729307391257848,9335003264144605347035729307391257848175
braze,brazen
429233451704224266,4292334517042242667960707540402855118239
tumblewee,tumbleweeds
766922423874347011209908590821640735,7669224238743470112099085908216407357638
notif,notifies
92206140109523453209269311762298139,9220614010952345320926931176229813942204
87095670843225,8709567084322525643338959978124021641899
notin,noting
imperativel,imperatively
899852598966724744,8998525989667247441265036084164841607244
2268447162560798826517871341,2268447162560798826517871341951246652010
045657792720,0456577927203520592134592427296520668333
5669459381311838437656206278,5669459381311838437656206278463104903462
impecca,impeccably
7957542001959919192407076,7957542001959919192407076158230023289774
foame,foamed
southwestwar,southwestward
chartis,chartists
66415,6641595493886838364118914304437677154980
drawbr,drawbridge
570897489304875,5708974893048753897955544443791303790422
demesn,demesne
103803689914453814845,1038036899144538148456268260400345679824
visualiza,visualization
enslavemen,enslavement
44983414191979918179909864631,4498341419197991817990986463158324602151
9924333943609362233903214,9924333943609362233903214993572625074806
6129511956804274853,6129511956804274853178863330411697671750
mailing_,mailing_lists
8723,8723336181349941454169473654925484063379
48035677,4803567792270566625834289773407718710649
46228390073545714459,4622839007354571445964141082292859222393
285331794,2853317943535073401891193638546730000660
8741,8741459246461740473527525050678399227312
shall,shallow
9377602529543130188938184,9377602529543130188938184010247010134929
87788853110278169508754574038460759,8778885311027816950875457403846075946169
613313845830007520449338265602976067,6133138458300075204493382656029760673711
61244026868339,6124402686833955587060775816995439846956
stealin,stealing
veronic,veronica
interpreti,interpreting
1045686070209901260,1045686070209901260681870498417807917392
soundle,soundless
15401435959529868340465747,1540143595952986834046574717562321966405
interprete,interpreted
382893732153128187975,3828937321531281879754113921941560663162
8351567868893421,8351567868893421148203905824224324264643
40196882532,4019688253289309149665345753571427318482
45225355003596832533,4522535500359683253374891862786783594439
interpreta,interpretation
1159869707957459463371702432684848646,1159869707957459463371702432684848646320
542087,5420875051269331441717058805172781279175
7913465443931965254154,7913465443931965254154829494577875758599
8738,8738012674053892361223037077972702519134
shame,shameless
647220498944562905039587378891,6472204989445629050395873788912680565516
81080179368070808305,8108017936807080830518996468540836412752
6614623850633127072987,6614623850633127072987745618984384288764
477868149903,4778681499030978765900869583480043137176
8752,8752410384254679379992035469104119354431
88650057478025197760744266079830029,8865005747802519776074426607983002915730
6783636602256,6783636602256121376708142109137353178068
singin,singing
75507233,7550723319888417590521211390376609272658
8517840387733262470519450504198477420,8517840387733262470519450504198477420141
involunta,involuntary
perchanc,perchance
01699016641890388435483756480,0169901664189038843548375648056012628830
4936377496059451521693264494518829,4936377496059451521693264494518829263952
6681015652144190356733392611,6681015652144190356733392611669714045381
irrepressib,irrepressible
639517394110131152502750465749343063766,6395173941101311525027504657493430637665
37802972720736243967,3780297272073624396723985414448075728681
13527836951177883863874439662532249850,1352783695117788386387443966253224985065
647220498944562905039587378891268,6472204989445629050395873788912680565516
brava,bravado
relieve,relieved
0053783046195406369718429161,0053783046195406369718429161685827341222
26251509,2625150974827987779964373089970388867782
relievi,relieving
9474018622598814985466073,9474018622598814985466073778769878154236
emana,emanated
44616425575034001428982,4461642557503400142898255762038636438413
282098954545627634435357574167363898010,2820989545456276344353575741673638980108
indend,indendence
6502281032776211584,6502281032776211584228243326952862913766
009988931781531394668188202836836337,0099889317815313946681882028368363373822
5451967565591819686908852834348860,5451967565591819686908852834348860508285
4683965435885668550377313,4683965435885668550377313129658797581050
11947544521321732225875,1194754452132173222587555048979926746854
33529751360737720305713427396,3352975136073772030571342739638126588567
65407684471596393078209101709076337791,6540768447159639307820910170907633779177
39205618954216319860047939611339532263,3920561895421631986004793961133953226395
_force,_forced_
097690456341576573395549588448948093604,0976904563415765733955495884489480936040
242017573747028718931,2420175737470287189310207606953355721704
6306197180339579795225395086974325,6306197180339579795225395086974325465026
2045780,2045780705413525769032535227389638474956
3549732923724732067853690,3549732923724732067853690257536233971216
389869507671344794074809784541632,3898695076713447940748097845416328110406
464852363324,4648523633247591026705624663508025530581
03949840335809130914019787784365,0394984033580913091401978778436501679601
7772608484629618955073085069806,7772608484629618955073085069806150028143
androcle,androcles
maulin,mauling
292912663,2929126630316970587409214456472022710796
379399075216606923805336988795651372,3793990752166069238053369887956513728559
dyestuff,dyestuffs
rumbl,rumbles
vocati,vocation
57332998,5733299814994585465510552637491435419586
possessio,possession
720593553052,7205935530520700706072233999463990571311
8778,8778885311027816950875457403846075946169
05744502892,0574450289224688628533654221381572213116
perpen,perpendicular
267542,2675424975710520894362639501382962152214
9163278018852504558488782,9163278018852504558488782722376705263811
77186748491147503180177330468990931797,7718674849114750318017733046899093179744
84243335550,8424333555095822191286279720545546626709
63647694306617254918614370097138756794,6364769430661725491861437009713875679402
341158193461833669216957360,3411581934618336692169573605081585080837
767321649331898967182,7673216493318989671829786579746122165739
53199329432,5319932943296601822078793312232322592827
570897489304875389,5708974893048753897955544443791303790422
exultingl,exultingly
4355485293237,4355485293237716141086959195078687327607
56278277598788136491951257483328793771,5627827759878813649195125748332879377157
302485023573221459784328264142168487,3024850235732214597843282641421684878721
874374355,8743743557819665117166183308811291202452
rashl,rashly
81938490606534404043904909,8193849060653440404390490986412690347926
572722822508,5727228225081201706071338033964184121125
98022669404564218132862451754,9802266940456421813286245175496521472216
6145,6145994638578378211017122446355845171941
skille,skilled
6257875620364294,6257875620364294270257512121137330213811
33875021634439101418757671193891441,3387502163443910141875767119389144162771
86673572,8667357260408695111366498812299578016188
innov,innovation
618679717256081,6186797172560815532871643611147487510703
941553151,9415531513869887818372322713640117558813
00024079158,0002407915892646028490894922299966167437
maddeni,maddening
5249526968537631443,5249526968537631443799834033694712444724
maddene,maddened
442437107539077744992069551702761838,4424371075390777449920695517027618386062
8180895021553100673,8180895021553100673598184430429105288459
7643853399318786080192231,7643853399318786080192231083288474598164
9499254527,9499254527903372963616265897603949857674
088277339147282063794,0882773391472820637945122602945157073671
33230521499998182904611947167672,3323052149999818290461194716767275037422
2255216359325125768382924978090431,2255216359325125768382924978090431102048
872591998943825364950514771379,8725919989438253649505147713793991472052
01756717361332069811250996181881593,0175671736133206981125099618188159304169
demarcati,demarcation
6156,6156800773098441606135584370127757346370
1432723445780681992582,1432723445780681992582320285139823711892
incorporate,incorporated
56187385783644758448423555581050,5618738578364475844842355558105002561149
51530969487583789559,5153096948758378955979586132649569817205
nostr,nostrils
18621806745712809938525884263193067,1862180674571280993852588426319306701820
gabl,gable
68180127839120058014315964,6818012783912005801431596441910546663236
330452795466185509666618566470971134,3304527954661855096666185664709711344474
ruthle,ruthless
64053282929427357,6405328292942735797182336084278467629232
757247,7572470936999595749669676277240766303535
76157555491623660176,7615755549162366017628802206010686555241
9230718624545432220395,9230718624545432220395527352952402459038
superc,supercomputer
59728665,5972866594511364413703313936721185695539
limpl,limply
4847786573106608321,4847786573106608321730937680338217421564
6918472947858072915608851039678195,6918472947858072915608851039678195942983
tryin,trying
0748621551337503,0748621551337503677558549413867835292827
supers,superstitious
01827663362279781045463311312940,0182766336227978104546331131294044833570
superw,superwoman
radi,radical
91785576,9178557683516960839286418883009488332470
5573478940,5573478940019558704784741658847364803865
068025398184,0680253981841892988894303822476618640585
399974735262764126125995350902609540048,3999747352627641261259953509026095400486
72238204977257730745456297,7223820497725773074545629791279061775316
941553151386988781,9415531513869887818372322713640117558813
578061101552210224486633,5780611015522102244866332471843670355023
47584151417032569016178493145570690,4758415141703256901617849314557069041698
875241038,8752410384254679379992035469104119354431
legali,legalised
016990166418903884354837564,0169901664189038843548375648056012628830
212594110795734914,2125941107957349146684680220501816192150
unful,unfulfilled
6185,6185851153508809998200482761808307209649
rach,rachel
summone,summoned
6189,6189806451480849292695749412903363373410
512765822571907055376524552855115986,5127658225719070553765245528551159863642
72334145500590391389025369,7233414550059039138902536993171559171798
contemplati,contemplation
darlin,darling
326895990054,3268959900548847534241605866898200674831
5331904743954740,5331904743954740664015260871940915743955
summoni,summoning
55847475151626781530946554124052409,5584747515162678153094655412405240916638
msus,msus1
hanni,hanninen
1004309023571363689261949376360267364,1004309023571363689261949376360267364587
1783106850156299135559874758,1783106850156299135559874758848151014815
54276965535596478,5427696553559647894501660138162951779085
23291750764696840035564255,2329175076469684003556425503797106891999
58304122586080507404109166785395692612,5830412258608050740410916678539569261234
sultanical,sultanically
6192,6192981971399147564488262603903381441823
30138656275460161279246359783661480163,3013865627546016127924635978366148016387
eyebal,eyeballs
93704119363747806258242982507,9370411936374780625824298250726464801821
5955277349071,5955277349071783793421637012050054513263
7906519612917777354183694676,7906519612917777354183694676232982904981
27306066072916922978,2730606607291692297803364704884095871122
29816743,2981674396445249566555323116499206771636
7420571,7420571828540901363257214375920546404718
hindquar,hindquarters
9509524527949914769441031612575776863,9509524527949914769441031612575776863713
986451733662532951177,9864517336625329511775105559014160459873
25213885,2521388551265830376304774906259955149259
290676290809511457580602708060928015044,2906762908095114575806027080609280150440
524118567348973922341527,5241185673489739223415275070795413745346
73326527856941800,7332652785694180055013634339535028708362
77560879644279202708312150156406341341,7756087964427920270831215015640634134161
080649882918454395301529982092503005,0806498829184543953015299820925030054982
75507233198884,7550723319888417590521211390376609272658
397809819201972675901074992,3978098192019726759010749924884966139441
127579561601328561866388146004722,1275795616013285618663881460047222005800
68432306,6843230694302417490297311819511329357468
323992902685392499812367091421613488781,3239929026853924998123670914216134887815
jeopardiz,jeopardize
57534223100547153412810957,5753422310054715341281095702487081265431
42740364665941544000927999086348066,4274036466594154400092799908634806622334
91689499818985885295378744,9168949981898588529537874489519527097766
94030904863496053405493,9403090486349605340549312999194960879579
05446107397940247518441555817808796282,0544610739794024751844155581780879628222
05478,0547854954620263256676813262435925020249
perple,perplexed
186218067457128099,1862180674571280993852588426319306701820
4970660925048187683551600,4970660925048187683551600371463868591891
4835626961661980,4835626961661980572526612206797540621062
quickne,quickness
derogat,derogatory
639276768772014515330,6392767687720145153302241853125308442727
32390662670,3239066267086028461633760515735990508698
094061479372400088,0940614793724000884215353586205278012501
tagge,tagged
shabb,shabby
1335624438381853662735637,1335624438381853662735637834369212793547
availab,available
71007392762,7100739276238555338627255353883096067164
248859487368,2488594873689907351216611839787734271587
93472434557947300489298254026808216,9347243455794730048929825402680821621522
2806977720,2806977720437363717873457948420238745151
1468000151211434422560,1468000151211434422560238744743252507693
431053074789010430098765808,4310530747890104300987658081650814486260
distinction,distinctions
70150449549,7015044954964124543616562101509199978629
6521469602766258359905198704230,6521469602766258359905198704230017946553
hillsboro,hillsborough
rumou,rumour
0998361649647,0998361649647757146385732473332266538945
2128847409929537,2128847409929537040546962226547278807248
mislikin,misliking
protocol,protocols
18039943217000090542650763,1803994321700009054265076309558846589517
915385763779,9153857637791109557080006001435799563518
highwaym,highwaymen
encompasse,encompassed
rain,rainy
899852598966724744126503608416484160724,8998525989667247441265036084164841607244
040087376988068797038047223,0400873769880687970380472234888258198190
725212654,7252126542502898612259306484105898847129
altoget,altogether
49255421793982723279357095828748,4925542179398272327935709582874859712678
347549943174058056309914,3475499431740580563099143218212547336281
699958759218,6999587592181529761248240911695158778996
486540348895540021076517163088475970,4865403488955400210765171630884759704098
448727,4487274038373338198523588420284015098157
0153084180417376,0153084180417376989637590025469994541316
drygood,drygoods
9091354407852685476254,9091354407852685476254126683398240534022
85424412805997628505488,8542441280599762850548891309833176188498
00598376482,0059837648270333985942009858235140017950
71979696826411179918656,7197969682641117991865603899389541892848
5869291791824150680530025533704,5869291791824150680530025533704127787034
380775231896468940430331821486556370146,3807752318964689404303318214865563701469
galv,galvanized
disconso,disconsolate
431005958411661205452970302364725,4310059584116612054529703023647254929666
92137679,9213767942096275608830815094380307056660
rale,raleigh
76446244329205906832,7644624432920590683290188669240022239191
perceptib,perceptibly
donot,donotes
encompassi,encompassing
393757718599163351,3937577185991633511216344103791045184501
6325139266942494856923,6325139266942494856923209045968977756767
700468665682585798273238751,7004686656825857982732387515830256672015
07831342861807504971757473737302962,0783134286180750497175747373730296280477
5404683423386107608236057829419480093,5404683423386107608236057829419480093343
17236881260038090205857199308555,1723688126003809020585719930855573100508
5201145,5201145990198475335843486129709292852942
perceptiv,perceptive
54519675655,5451967565591819686908852834348860508285
23536376822603608017,2353637682260360801740406609971511768804
inexpressib,inexpressible
inasmuc,inasmuch
6080926962298894163047287780054743798,6080926962298894163047287780054743798498
88824934213644241783351931978654394020,8882493421364424178335193197865439402014
litanie,litanies
rans,ransom
36955619347638598187756855912376232,3695561934763859818775685591237623258084
083246219423,0832462194230018597439670649114955941173
6804857,6804857302606467764258503301836174306413
wilke,wilkes
2922492930,2922492930773193930979545287741245118395
17569698544013,1756969854401339762209674945418540711844
2170336151163782359059685168880561304,2170336151163782359059685168880561304838
ranc,rancorous
038097691932606437608743209385602815,0380976919326064376087432093856028156428
oxfor,oxford
627461,6274610248827706488865037765175678806872
250548670817222147513842,2505486708172221475138425166790445416617
rank,ranks
rang,range
769747744519470438367396000765786282454,7697477445194704383673960007657862824547
gand,gander
52463632741619269990461595895,5246363274161926999046159589579394062298
64097545918569563802363701621120,6409754591856956380236370162112047742722
91521,9152182196246535755705642282203995466826
166099883647917563,1660998836479175633176725856523591069520
9457621775034,9457621775034511770110458001291255925462
6653989491,6653989491344225517746402732596722993581
ramb,rambles
9647623516356900944508,9647623516356900944508605809120245990461
5258056594703046836,5258056594703046836344592652552137008068
34558561314020776599614254646,3455856131402077659961425464632886773568
099836164,0998361649647757146385732473332266538945
2368171,2368171460649518550878059663535469878820
3324210300,3324210300218460588586954418502977463085
583041225,5830412258608050740410916678539569261234
7104284,7104284598160899610194569164698383771826
netherwo,netherworld
1296447890613200,1296447890613200063096560747882082122140
97847230168060083581233695,9784723016806008358123369570514546501812
186608193748968699961301486,1866081937489686999613014869246944824207
912088582076270114836717607490469,9120885820762701148367176074904698091444
79083418871606,7908341887160621443001453327502971510467
fissur,fissure
640532829294,6405328292942735797182336084278467629232
962209367505884160975228,9622093675058841609752282328250433712970
4803567792270566625834289773407,4803567792270566625834289773407718710649
virtu,virtue
5784275853064570661712719496737108395,5784275853064570661712719496737108395060
241013908779161651226804414809765618,2410139087791616512268044148097656189797
38313074897245505,3831307489724550572908568849609134632316
1332974354926568682748715986654943041,1332974354926568682748715986654943041648
9023066,9023066893064178977808158101360449495409
rapi,rapidly
175724212997235420,1757242129972354206963042785795060891111
68180127839120058014,6818012783912005801431596441910546663236
breathl,breathless
undigni,undignified
domic,domicile
willf,willful
35188137463887,3518813746388710427354476762357793399397
32835216728021372415947,3283521672802137241594734409549831613832
018013435159304428538489418256,0180134351593044285384894182567887072123
06413792688541355252,0641379268854135525232757204573294772157
unfit,unfitted
20992362829226125432360,2099236282922612543236071226270324572637
britti,brittish
892768,8927688163598312477886520141174110913601
terra,terrace
342501713255588181132955040952178301,3425017132555881811329550409521783013946
966436224723644898648976857100,9664362247236448986489768571001736435473
5018965109238453660236940276,5018965109238453660236940276060642119384
3851894950589797128663164469940749095,3851894950589797128663164469940749095947
31173012381970,3117301238197068416140397019837679320683
558474751516267815309465541240,5584747515162678153094655412405240916638
terri,terrible
observa,observation
490865237442,4908652374428416527766114253515386651627
4642744601747381752963,4642744601747381752963134587393904845604
smothe,smothered
12795322688239046498,1279532268823904649823908159296111100375
observe,observed
08173869597551760838776002,0817386959755176083877600277517253037133
catast,catastrophe
323887707999698641,3238877079996986413722755263176496628824
britta,brittain
suffr,suffragette
0450038325804105442059548285995523906,0450038325804105442059548285995523906575
9370411936374780625824298250726,9370411936374780625824298250726464801821
46950184621407364939173662549377830,4695018462140736493917366254937783014074
invulnerab,invulnerable
blackgua,blackguardly
578019171841,5780191718416795418255543779302992492778
36231467,3623146700931176133132018631158730886798
preceden,precedent
37716320565183519701,3771632056518351970100115722010956997890
941795471790955,9417954717909558012013421017515093149166
familiarit,familiarity
420662273478682230365,4206622734786822303652201965572932590506
094862482616944802017917,0948624826169448020179174822308583500786
observi,observing
368612016243736569,3686120162437365698467037858533052758333
71494233438678767058244,7149423343867876705824452296605797007134
570946771,5709467713182211320550504657970186933776
6412795535364422869554305513087000098,6412795535364422869554305513087000098785
gard,garden
218654,2186545997159663901564194175182093593261
domes,domestic
36231467009311761,3623146700931176133132018631158730886798
951401,9514014617820181073410056546670823685431
14991979808120956921956,1499197980812095692195622632313741870979
3602604789076194,3602604789076194559182028936577011641688
818844057800288440181290,8188440578002884401812903137865379486961
563775071727056,5637750717270565927177928553719554743385
rati,rational
fastidiou,fastidious
rate,rates
691105510147279904038689722046555083,6911055101472799040386897220465550833170
507033598496459369953495969855,5070335984964593699534959698554244978249
29067629080951145758060270806092801504,2906762908095114575806027080609280150440
overweig,overweigh
34224477655841778861717372654620854,3422447765584177886171737265462085498294
371746567050474415280277125,3717465670504744152802771254156940136586
gaug,gauge
2784836152,2784836152140668972661027123715779503062
platte,platter
092301196559149158,0923011965591491580056170725851850316728
889126,8891268679281239114888003672072973080135
610087025013294,6100870250132945332535804568928570724120
976832639450633230452192,9768326394506332304521926450496517354667
32836210192822937243590283003884445,3283621019282293724359028300388444570138
255514129178503032471263418076525,2555141291785030324712634180765251878029
knav,knaves
3113981109,3113981109283158321693156386745974744958
3615795183,3615795183793702674145140090283306446620
42534,4253417764590821513675258479774465114750
9637838,9637838415383805118440604369687166641651
rash,rashly
930341237624,9303412376248380175840467851210698290605
540514195610780,5405141956107800902986670146352385320660
3762363048580427744179,3762363048580427744179071691463565462012
7756087964427,7756087964427920270831215015640634134161
721709139831231180540432,7217091398312311805404327701583562951365
purloine,purloined
sedati,sedative
10585671966367961671,1058567196636796167140097031535132386972
geneve,genevese
1188920114871545460924735613515,1188920114871545460924735613515979992999
geneva,genevan
platfo,platform
flyin,flying
26179719280471396,2617971928047139600689163828665277009752
3327815789043860113780,3327815789043860113780785081102730494466
contemplate,contemplated
portal,portals
490647677918867203064186307510535121,4906476779188672030641863075105351214985
8804,8804008455133279516284128067967896557016
588190567421630615234,5881905674216306152341678947605687927715
2450166815,2450166815341213505278578539332606110249
506483330,5064833303404765711827040276868271418084
enlistin,enlisting
pionee,pioneering
7872389640431,7872389640431453641905411015143717737977
748884764622030325637751,7488847646220303256377511125340600879369
fascin,fascinating
901665867067714568862,9016658670677145688627933431535135056882
unfor,unfortunate
6416897555132275962011838,6416897555132275962011838248650746985492
3518041474320536003692341,3518041474320536003692341790354407357030
9718514623865421671,9718514623865421671429236191647402172547
904596794704668560235828391975997,9045967947046685602358283919759975285865
unfri,unfriended
30142071,3014207133017999232638198209404299337779
683118739093746423260902164,6831187390937464232609021646365627553976
6458031820584,6458031820584962613223465260617541353244
unfre,unfrequented
4699052366350233024087218,4699052366350233024087218654727629639065
44248501,4424850182171330052799555131253984991993
unceasi,unceasing
4816223767904149267426000710459226,4816223767904149267426000710459226953148
3920561895,3920561895421631986004793961133953226395
3016795136710475104696690,3016795136710475104696690012177771280655
51221051052090834707443986137829,5122105105209083470744398613782908235277
094061479372,0940614793724000884215353586205278012501
9800805090001981962175,9800805090001981962175845893251687769859
387462483138502149,3874624831385021498040168194079568721926
8822,882208
079812046567953229863,0798120465679532298635737458903165400701
238129903260198160571971183950,2381299032601981605719711839506627582203
3491768411,3491768411910202466274795795643496150126
302485,3024850235732214597843282641421684878721
139735944102374432970935,1397359441023744329709355477982629614591
6999529251250673688233852648213896,6999529251250673688233852648213896986384
5233795630944144669822245702636711,5233795630944144669822245702636711949328
37079438005666,3707943800566633648843650891448055710397
4549594387,4549594387368078395699119870593880855008
60527260599443204430562,6052726059944320443056274522916128891766
5023808073372720490888,5023808073372720490888009518188957631410
4161931431267,4161931431267153558715486674789939868551
3135247099699336256,3135247099699336256810236039226404358878
2306516267974471,2306516267974471185795150657386850408822
ensurin,ensuring
26179719,2617971928047139600689163828665277009752
70495241,7049524172324282065553228088686701536814
711809238440656,7118092384406563531361826769237616133892
826914878435567935257280,8269148784355679352572808875543164693077
945603551919560396,9456035519195603962301157866323750234725
genera,general
708348,7083481972144888987906765037959036696724
578061101552210224486633247184367,5780611015522102244866332471843670355023
0210296033185887273332987793,0210296033185887273332987793525701823938
2871148749531862180941719676843,2871148749531862180941719676843144666435
48496445343461212922496473235612632,4849644534346121292249647323561263219511
8851,8851750122504754778999508544083983800725
377368240510902583759345170015340522266,3773682405109025837593451700153405222661
generi,generic
66536,6653636603700758810044502657349351277074
nemmin,nemmine
unobser,unobserving
987466,9874663685629265505822288771322178144048
6293375915178,6293375915178392341303110543328703526599
razo,razors
tham,thames
812024451754018,8120244517540185213266374053880290124972
41072599106487098972,4107259910648709897259362243300706760476
92694364578357815,9269436457835781560850330339246603955379
196992,1969927603719476019128667430861521724304
400958,4009589948109397983231108838769236490221
463185597658056171744684,4631855976580561717446840450048285353396
halte,halted
reservi,reserving
43554852932377161410869591,4355485293237716141086959195078687327607
skinne,skinned
195841029252,1958410292525685365618131387840864771470
halti,halting
217033615116378,2170336151163782359059685168880561304838
385208650815449135013649,3852086508154491350136491698639048125666
2370087203921208549,2370087203921208549956968106137918902996
52580565,5258056594703046836344592652552137008068
192353853105173666,1923538531051736669154087312467233440702
069011045622757922092690413275,0690110456227579220926904132753699634145
01723518167156875416348494,0172351816715687541634849494912890017393
44243710753907774499206,4424371075390777449920695517027618386062
6472914817451053880601097875059,6472914817451053880601097875059255371523
4110522845465835679362969619,4110522845465835679362969619219080897536
